packet_row,pair_id,anchor,candidate,rating,near_duplicate,reason_code
18,m4-telefone-pai-b-3,"No começo do ano, Liguei para meu pai sem assunto específico e ficamos falando sobre coisas pequenas.","Meses depois, Meu pai comprou um telefone pequeno porque o aparelho anterior não resolvia chamadas.",,,
19,m4-trabalho-recusa-b-5,"No começo do ano, Recusei uma tarefa extra no trabalho e saí da conversa com as mãos tremendo.","Meses depois, Liguei para meu pai sem assunto específico e ficamos falando sobre coisas pequenas.",,,
20,m4-fotografia-caixa-b-3,"No começo do ano, Uma fotografia caiu de uma caixa e mostrou um rosto meu que eu quase não reconheci.","Meses depois, A caixa da câmera reconheceu automaticamente um rosto para ajustar a fotografia.",,,
21,m4-fotografia-caixa-b-1,"No começo do ano, Uma fotografia caiu de uma caixa e mostrou um rosto meu que eu quase não reconheci.","Meses depois, Demorei para aceitar que aquela expressão também tinha sido uma forma de estar no mundo.",,,
22,m4-praia-inverno-c-4,"Numa tarde de inverno, Caminhei pela praia vazia no frio e ouvi meus passos com uma nitidez incomum.","Quando a estação mudou, A praia estava lotada, fazia calor e não consegui ouvir meus próprios passos.",,,
23,m4-consulta-espera-a-2,"Na semana passada, Esperei por uma consulta olhando o relógio e tentando não imaginar respostas antes da hora.","Pouco tempo depois, Na espera da consulta, conferi o relógio e evitei antecipar qualquer resposta.",,,
24,m4-onibus-retorno-c-1,"Numa tarde de inverno, Peguei o ônibus de volta sem pressa e observei as luzes passando pela janela.","Quando a estação mudou, O trajeto conhecido me deu alguns minutos em que eu não precisava decidir nada.",,,
25,m4-trabalho-recusa-a-4,"Na semana passada, Recusei uma tarefa extra no trabalho e saí da conversa com as mãos tremendo.","Pouco tempo depois, Aceitei todas as tarefas extras e saí da conversa completamente tranquilo.",,,
26,m4-chave-antiga-a-1,"Na semana passada, Encontrei uma chave antiga numa gaveta e não consegui lembrar qual porta ela abria.","Pouco tempo depois, Guardei o objeto outra vez porque descartar aquela dúvida pareceu mais difícil que mantê-la.",,,
27,m4-onibus-retorno-a-1,"Na semana passada, Peguei o ônibus de volta sem pressa e observei as luzes passando pela janela.","Pouco tempo depois, O trajeto conhecido me deu alguns minutos em que eu não precisava decidir nada.",,,
28,m4-silencio-familia-c-4,"Numa tarde de inverno, Durante o almoço em família, uma pausa longa disse mais do que a conversa inteira.","Quando a estação mudou, O almoço foi barulhento, sem pausa alguma, e ninguém ficou em silêncio.",,,
29,m4-praia-inverno-c-1,"Numa tarde de inverno, Caminhei pela praia vazia no frio e ouvi meus passos com uma nitidez incomum.","Quando a estação mudou, Sem o movimento do verão, aquele lugar conhecido parecia ter guardado outra voz.",,,
30,m4-caixa-mudanca-b-2,"No começo do ano, Deixei uma caixa da mudança fechada porque ainda não sabia onde colocar aquelas coisas.","Meses depois, Mantive fechada uma caixa da mudança por não saber onde guardar seu conteúdo.",,,
31,m4-janela-vizinha-a-3,"Na semana passada, A vizinha acenou da janela depois de meses em que apenas cruzávamos o corredor.","Pouco tempo depois, O corredor recebeu uma janela nova conforme o pedido técnico da vizinha.",,,
32,m4-chave-antiga-b-4,"No começo do ano, Encontrei uma chave antiga numa gaveta e não consegui lembrar qual porta ela abria.","Meses depois, Não encontrei chave alguma e sabia exatamente como abrir todas as portas.",,,
33,m4-consulta-espera-a-1,"Na semana passada, Esperei por uma consulta olhando o relógio e tentando não imaginar respostas antes da hora.","Pouco tempo depois, Cada pessoa chamada pelo nome fazia a sala parecer mais vazia e a espera mais alta.",,,
34,m4-mudanca-cidade-b-1,"No começo do ano, Andei por uma rua desconhecida e percebi que a nova cidade começava a parecer minha.","Meses depois, Aprendi o caminho sem abrir o mapa e isso fez a mudança parecer menos provisória.",,,
35,m4-praia-inverno-b-2,"No começo do ano, Caminhei pela praia vazia no frio e ouvi meus passos com uma nitidez incomum.","Meses depois, Andei na praia deserta durante o frio e escutei claramente cada passo.",,,
36,m4-amizade-distante-b-1,"No começo do ano, Recebi uma mensagem de uma amizade antiga e demorei muito antes de responder.","Meses depois, Reencontrar uma voz conhecida mostrou quanto espaço o silêncio tinha criado entre nós.",,,
37,m4-silencio-familia-b-5,"No começo do ano, Durante o almoço em família, uma pausa longa disse mais do que a conversa inteira.","Meses depois, Esperei por uma consulta olhando o relógio e tentando não imaginar respostas antes da hora.",,,
38,m4-consulta-espera-c-4,"Numa tarde de inverno, Esperei por uma consulta olhando o relógio e tentando não imaginar respostas antes da hora.","Quando a estação mudou, Fui atendido sem esperar e inventei várias respostas muito antes de entrar.",,,
39,m4-consulta-espera-c-3,"Numa tarde de inverno, Esperei por uma consulta olhando o relógio e tentando não imaginar respostas antes da hora.","Quando a estação mudou, A consulta do relógio respondeu corretamente ao horário de funcionamento da sala.",,,
40,m4-casa-chuva-a-5,"Na semana passada, Voltei para casa debaixo de chuva e deixei o casaco secando perto da porta.","Pouco tempo depois, Recusei uma tarefa extra no trabalho e saí da conversa com as mãos tremendo.",,,
41,m4-amizade-distante-a-4,"Na semana passada, Recebi uma mensagem de uma amizade antiga e demorei muito antes de responder.","Pouco tempo depois, Não recebi mensagem alguma e respondi imediatamente a todas as conversas novas.",,,
42,m4-trabalho-recusa-c-3,"Numa tarde de inverno, Recusei uma tarefa extra no trabalho e saí da conversa com as mãos tremendo.","Quando a estação mudou, O sistema recusou uma tarefa porque a mesa de trabalho estava sem conexão.",,,
43,m4-mudanca-cidade-b-2,"No começo do ano, Andei por uma rua desconhecida e percebi que a nova cidade começava a parecer minha.","Meses depois, Caminhei por uma rua que não conhecia e senti que começava a pertencer à cidade nova.",,,
44,m4-curso-desistencia-c-3,"Numa tarde de inverno, Fechei o material de um curso que eu já não queria terminar e senti alívio antes de culpa.","Quando a estação mudou, O material do curso explicava como medir culpa e alívio num exercício de vocabulário.",,,
45,m4-curso-desistencia-b-5,"No começo do ano, Fechei o material de um curso que eu já não queria terminar e senti alívio antes de culpa.","Meses depois, Peguei o ônibus de volta sem pressa e observei as luzes passando pela janela.",,,
46,m4-caixa-mudanca-a-4,"Na semana passada, Deixei uma caixa da mudança fechada porque ainda não sabia onde colocar aquelas coisas.","Pouco tempo depois, Abri todas as caixas imediatamente e já conhecia o lugar exato de cada objeto.",,,
47,m4-planta-varanda-c-5,"Numa tarde de inverno, Notei uma folha nova na planta da varanda depois de semanas pensando que ela não resistiria.","Quando a estação mudou, Uma fotografia caiu de uma caixa e mostrou um rosto meu que eu quase não reconheci.",,,
48,m4-mudanca-cidade-c-4,"Numa tarde de inverno, Andei por uma rua desconhecida e percebi que a nova cidade começava a parecer minha.","Quando a estação mudou, Não saí de casa e a cidade continuou completamente estranha para mim.",,,
49,m4-consulta-espera-a-4,"Na semana passada, Esperei por uma consulta olhando o relógio e tentando não imaginar respostas antes da hora.","Pouco tempo depois, Fui atendido sem esperar e inventei várias respostas muito antes de entrar.",,,
50,m4-planta-varanda-b-5,"No começo do ano, Notei uma folha nova na planta da varanda depois de semanas pensando que ela não resistiria.","Meses depois, Uma fotografia caiu de uma caixa e mostrou um rosto meu que eu quase não reconheci.",,,
51,m4-onibus-retorno-b-3,"No começo do ano, Peguei o ônibus de volta sem pressa e observei as luzes passando pela janela.","Meses depois, A empresa trocou as luzes internas e instalou janelas novas em todos os ônibus.",,,
52,m4-musica-cozinha-b-1,"No começo do ano, Uma música antiga tocou enquanto eu lavava a louça e interrompeu meus movimentos por um instante.","Meses depois, A melodia trouxe uma sala que já não existe para dentro daquela cozinha comum.",,,
53,m4-cachorro-parque-a-2,"Na semana passada, Um cachorro desconhecido sentou ao meu lado no parque e ficou ali até eu levantar.","Pouco tempo depois, No parque, um cachorro que eu não conhecia permaneceu ao meu lado até minha saída.",,,
54,m4-amizade-distante-a-5,"Na semana passada, Recebi uma mensagem de uma amizade antiga e demorei muito antes de responder.","Pouco tempo depois, Notei uma folha nova na planta da varanda depois de semanas pensando que ela não resistiria.",,,
55,m4-consulta-espera-b-2,"No começo do ano, Esperei por uma consulta olhando o relógio e tentando não imaginar respostas antes da hora.","Meses depois, Na espera da consulta, conferi o relógio e evitei antecipar qualquer resposta.",,,
56,m4-praia-inverno-a-2,"Na semana passada, Caminhei pela praia vazia no frio e ouvi meus passos com uma nitidez incomum.","Pouco tempo depois, Andei na praia deserta durante o frio e escutei claramente cada passo.",,,
57,m4-livro-esquecido-b-1,"No começo do ano, Abri um livro esquecido na estante e encontrei uma anotação que eu já não lembrava.","Meses depois, Uma frase antiga na margem parecia ter esperado em silêncio até eu mudar de opinião.",,,
58,m4-onibus-retorno-b-1,"No começo do ano, Peguei o ônibus de volta sem pressa e observei as luzes passando pela janela.","Meses depois, O trajeto conhecido me deu alguns minutos em que eu não precisava decidir nada.",,,
59,m4-caixa-mudanca-c-4,"Numa tarde de inverno, Deixei uma caixa da mudança fechada porque ainda não sabia onde colocar aquelas coisas.","Quando a estação mudou, Abri todas as caixas imediatamente e já conhecia o lugar exato de cada objeto.",,,
60,m4-planta-varanda-c-4,"Numa tarde de inverno, Notei uma folha nova na planta da varanda depois de semanas pensando que ela não resistiria.","Quando a estação mudou, Não apareceu folha nova e eu nunca pensei que a planta estivesse em risco.",,,
61,m4-amizade-distante-b-2,"No começo do ano, Recebi uma mensagem de uma amizade antiga e demorei muito antes de responder.","Meses depois, Uma pessoa amiga de muitos anos escreveu, e eu hesitei bastante antes de responder.",,,
62,m4-casa-chuva-b-3,"No começo do ano, Voltei para casa debaixo de chuva e deixei o casaco secando perto da porta.","Meses depois, Consultei a previsão de chuva antes de escolher a tinta para a porta da casa.",,,
63,m4-amizade-distante-b-4,"No começo do ano, Recebi uma mensagem de uma amizade antiga e demorei muito antes de responder.","Meses depois, Não recebi mensagem alguma e respondi imediatamente a todas as conversas novas.",,,
64,m4-mudanca-cidade-b-4,"No começo do ano, Andei por uma rua desconhecida e percebi que a nova cidade começava a parecer minha.","Meses depois, Não saí de casa e a cidade continuou completamente estranha para mim.",,,
65,m4-telefone-pai-c-2,"Numa tarde de inverno, Liguei para meu pai sem assunto específico e ficamos falando sobre coisas pequenas.","Quando a estação mudou, Telefonei para meu pai sem motivo definido e conversamos sobre detalhes comuns.",,,
66,m4-receita-avo-a-1,"Na semana passada, Tentei repetir uma receita da minha avó e percebi que as medidas nunca tinham sido escritas.","Pouco tempo depois, O sabor ficou diferente, mas o gesto de ajustar tudo aos poucos parecia familiar.",,,
67,m4-telefone-pai-a-1,"Na semana passada, Liguei para meu pai sem assunto específico e ficamos falando sobre coisas pequenas.","Pouco tempo depois, A conversa não resolveu nada, mas a voz do outro lado deixou o dia menos distante.",,,
68,m4-casa-chuva-c-5,"Numa tarde de inverno, Voltei para casa debaixo de chuva e deixei o casaco secando perto da porta.","Quando a estação mudou, Recusei uma tarefa extra no trabalho e saí da conversa com as mãos tremendo.",,,
69,m4-trabalho-recusa-a-5,"Na semana passada, Recusei uma tarefa extra no trabalho e saí da conversa com as mãos tremendo.","Pouco tempo depois, Liguei para meu pai sem assunto específico e ficamos falando sobre coisas pequenas.",,,
70,m4-onibus-retorno-a-3,"Na semana passada, Peguei o ônibus de volta sem pressa e observei as luzes passando pela janela.","Pouco tempo depois, A empresa trocou as luzes internas e instalou janelas novas em todos os ônibus.",,,
71,m4-cafe-manha-b-3,"No começo do ano, Fiz café cedo e fiquei alguns minutos acompanhando a claridade chegar à cozinha.","Meses depois, Comparei a claridade de duas lâmpadas para fotografar uma xícara de café na cozinha.",,,
72,m4-silencio-familia-a-5,"Na semana passada, Durante o almoço em família, uma pausa longa disse mais do que a conversa inteira.","Pouco tempo depois, Esperei por uma consulta olhando o relógio e tentando não imaginar respostas antes da hora.",,,
73,m4-livro-esquecido-a-1,"Na semana passada, Abri um livro esquecido na estante e encontrei uma anotação que eu já não lembrava.","Pouco tempo depois, Uma frase antiga na margem parecia ter esperado em silêncio até eu mudar de opinião.",,,
74,m4-musica-cozinha-b-2,"No começo do ano, Uma música antiga tocou enquanto eu lavava a louça e interrompeu meus movimentos por um instante.","Meses depois, Parei por um momento ao ouvir uma canção antiga enquanto lavava a louça.",,,
75,m4-telefone-pai-a-4,"Na semana passada, Liguei para meu pai sem assunto específico e ficamos falando sobre coisas pequenas.","Pouco tempo depois, Não fiz ligação e passei o dia evitando qualquer conversa com meu pai.",,,
76,m4-cachorro-parque-c-1,"Numa tarde de inverno, Um cachorro desconhecido sentou ao meu lado no parque e ficou ali até eu levantar.","Quando a estação mudou, Por alguns minutos, a companhia não exigiu apresentação, conversa ou promessa.",,,
77,m4-janela-vizinha-b-1,"No começo do ano, A vizinha acenou da janela depois de meses em que apenas cruzávamos o corredor.","Meses depois, Um gesto breve mudou a sensação de anonimato que o prédio tinha acumulado.",,,
78,m4-amizade-distante-b-5,"No começo do ano, Recebi uma mensagem de uma amizade antiga e demorei muito antes de responder.","Meses depois, Notei uma folha nova na planta da varanda depois de semanas pensando que ela não resistiria.",,,
79,m4-curso-desistencia-c-4,"Numa tarde de inverno, Fechei o material de um curso que eu já não queria terminar e senti alívio antes de culpa.","Quando a estação mudou, Terminei o curso com entusiasmo e não senti alívio nem culpa ao fechar o material.",,,
80,m4-chave-antiga-b-2,"No começo do ano, Encontrei uma chave antiga numa gaveta e não consegui lembrar qual porta ela abria.","Meses depois, Achei numa gaveta uma chave velha e não recordei a porta correspondente.",,,
81,m4-livro-esquecido-a-2,"Na semana passada, Abri um livro esquecido na estante e encontrei uma anotação que eu já não lembrava.","Pouco tempo depois, Peguei na estante um livro antigo e achei uma nota de que não me recordava.",,,
82,m4-consulta-espera-a-3,"Na semana passada, Esperei por uma consulta olhando o relógio e tentando não imaginar respostas antes da hora.","Pouco tempo depois, A consulta do relógio respondeu corretamente ao horário de funcionamento da sala.",,,
83,m4-fotografia-caixa-b-4,"No começo do ano, Uma fotografia caiu de uma caixa e mostrou um rosto meu que eu quase não reconheci.","Meses depois, Nenhuma fotografia apareceu e reconheci imediatamente todos os rostos que vi.",,,
84,m4-curso-desistencia-c-2,"Numa tarde de inverno, Fechei o material de um curso que eu já não queria terminar e senti alívio antes de culpa.","Quando a estação mudou, Abandonei o curso que não desejava concluir e o alívio chegou antes da culpa.",,,
85,m4-cachorro-parque-b-4,"No começo do ano, Um cachorro desconhecido sentou ao meu lado no parque e ficou ali até eu levantar.","Meses depois, Não havia cachorro no parque e passei o tempo inteiro caminhando sem sentar.",,,
86,m4-casa-chuva-c-1,"Numa tarde de inverno, Voltei para casa debaixo de chuva e deixei o casaco secando perto da porta.","Quando a estação mudou, O cheiro de terra molhada trouxe de volta a sensação de finalmente chegar a um lugar conhecido.",,,
87,m4-planta-varanda-b-1,"No começo do ano, Notei uma folha nova na planta da varanda depois de semanas pensando que ela não resistiria.","Meses depois, Continuei regando sem sinal de mudança, até perceber que a espera também fazia parte do cuidado.",,,
88,m4-livro-esquecido-c-3,"Numa tarde de inverno, Abri um livro esquecido na estante e encontrei uma anotação que eu já não lembrava.","Quando a estação mudou, Organizei a estante por tamanho e anotei quantos livros ainda faltavam catalogar.",,,
89,m4-planta-varanda-c-3,"Numa tarde de inverno, Notei uma folha nova na planta da varanda depois de semanas pensando que ela não resistiria.","Quando a estação mudou, A loja recebeu uma planta de varanda com folhas impressas no catálogo da semana.",,,
90,m4-caixa-mudanca-a-5,"Na semana passada, Deixei uma caixa da mudança fechada porque ainda não sabia onde colocar aquelas coisas.","Pouco tempo depois, Abri um livro esquecido na estante e encontrei uma anotação que eu já não lembrava.",,,
91,m4-cafe-manha-a-2,"Na semana passada, Fiz café cedo e fiquei alguns minutos acompanhando a claridade chegar à cozinha.","Pouco tempo depois, Preparei café de manhã e observei a luz entrar aos poucos na cozinha.",,,
92,m4-cachorro-parque-c-4,"Numa tarde de inverno, Um cachorro desconhecido sentou ao meu lado no parque e ficou ali até eu levantar.","Quando a estação mudou, Não havia cachorro no parque e passei o tempo inteiro caminhando sem sentar.",,,
93,m4-janela-vizinha-b-4,"No começo do ano, A vizinha acenou da janela depois de meses em que apenas cruzávamos o corredor.","Meses depois, A vizinha não acenou e nunca havíamos nos cruzado no corredor.",,,
94,m4-amizade-distante-a-1,"Na semana passada, Recebi uma mensagem de uma amizade antiga e demorei muito antes de responder.","Pouco tempo depois, Reencontrar uma voz conhecida mostrou quanto espaço o silêncio tinha criado entre nós.",,,
95,m4-receita-avo-b-3,"No começo do ano, Tentei repetir uma receita da minha avó e percebi que as medidas nunca tinham sido escritas.","Meses depois, Escrevi as medidas do armário onde guardo o caderno de receitas da minha avó.",,,
96,m4-mudanca-cidade-c-2,"Numa tarde de inverno, Andei por uma rua desconhecida e percebi que a nova cidade começava a parecer minha.","Quando a estação mudou, Caminhei por uma rua que não conhecia e senti que começava a pertencer à cidade nova.",,,
97,m4-receita-avo-b-1,"No começo do ano, Tentei repetir uma receita da minha avó e percebi que as medidas nunca tinham sido escritas.","Meses depois, O sabor ficou diferente, mas o gesto de ajustar tudo aos poucos parecia familiar.",,,
98,m4-chave-antiga-c-1,"Numa tarde de inverno, Encontrei uma chave antiga numa gaveta e não consegui lembrar qual porta ela abria.","Quando a estação mudou, Guardei o objeto outra vez porque descartar aquela dúvida pareceu mais difícil que mantê-la.",,,
99,m4-silencio-familia-b-3,"No começo do ano, Durante o almoço em família, uma pausa longa disse mais do que a conversa inteira.","Meses depois, Comprei uma mesa grande para reduzir o barulho durante o almoço da família.",,,
100,m4-fotografia-caixa-c-4,"Numa tarde de inverno, Uma fotografia caiu de uma caixa e mostrou um rosto meu que eu quase não reconheci.","Quando a estação mudou, Nenhuma fotografia apareceu e reconheci imediatamente todos os rostos que vi.",,,
101,m4-musica-cozinha-b-5,"No começo do ano, Uma música antiga tocou enquanto eu lavava a louça e interrompeu meus movimentos por um instante.","Meses depois, A vizinha acenou da janela depois de meses em que apenas cruzávamos o corredor.",,,
102,m4-trabalho-recusa-c-1,"Numa tarde de inverno, Recusei uma tarefa extra no trabalho e saí da conversa com as mãos tremendo.","Quando a estação mudou, Dizer que eu não podia pareceu pequeno por fora e enorme enquanto eu voltava à mesa.",,,
103,m4-praia-inverno-b-5,"No começo do ano, Caminhei pela praia vazia no frio e ouvi meus passos com uma nitidez incomum.","Meses depois, Um cachorro desconhecido sentou ao meu lado no parque e ficou ali até eu levantar.",,,
104,m4-telefone-pai-a-3,"Na semana passada, Liguei para meu pai sem assunto específico e ficamos falando sobre coisas pequenas.","Pouco tempo depois, Meu pai comprou um telefone pequeno porque o aparelho anterior não resolvia chamadas.",,,
105,m4-cachorro-parque-b-2,"No começo do ano, Um cachorro desconhecido sentou ao meu lado no parque e ficou ali até eu levantar.","Meses depois, No parque, um cachorro que eu não conhecia permaneceu ao meu lado até minha saída.",,,
106,m4-planta-varanda-c-1,"Numa tarde de inverno, Notei uma folha nova na planta da varanda depois de semanas pensando que ela não resistiria.","Quando a estação mudou, Continuei regando sem sinal de mudança, até perceber que a espera também fazia parte do cuidado.",,,
107,m4-caixa-mudanca-a-2,"Na semana passada, Deixei uma caixa da mudança fechada porque ainda não sabia onde colocar aquelas coisas.","Pouco tempo depois, Mantive fechada uma caixa da mudança por não saber onde guardar seu conteúdo.",,,
108,m4-chave-antiga-b-5,"No começo do ano, Encontrei uma chave antiga numa gaveta e não consegui lembrar qual porta ela abria.","Meses depois, Voltei para casa debaixo de chuva e deixei o casaco secando perto da porta.",,,
109,m4-receita-avo-a-2,"Na semana passada, Tentei repetir uma receita da minha avó e percebi que as medidas nunca tinham sido escritas.","Pouco tempo depois, Refiz a receita da avó e descobri que ninguém havia registrado as quantidades.",,,
110,m4-caixa-mudanca-c-2,"Numa tarde de inverno, Deixei uma caixa da mudança fechada porque ainda não sabia onde colocar aquelas coisas.","Quando a estação mudou, Mantive fechada uma caixa da mudança por não saber onde guardar seu conteúdo.",,,
111,m4-curso-desistencia-b-2,"No começo do ano, Fechei o material de um curso que eu já não queria terminar e senti alívio antes de culpa.","Meses depois, Abandonei o curso que não desejava concluir e o alívio chegou antes da culpa.",,,
112,m4-janela-vizinha-b-5,"No começo do ano, A vizinha acenou da janela depois de meses em que apenas cruzávamos o corredor.","Meses depois, Durante o almoço em família, uma pausa longa disse mais do que a conversa inteira.",,,
113,m4-telefone-pai-c-4,"Numa tarde de inverno, Liguei para meu pai sem assunto específico e ficamos falando sobre coisas pequenas.","Quando a estação mudou, Não fiz ligação e passei o dia evitando qualquer conversa com meu pai.",,,
114,m4-musica-cozinha-a-2,"Na semana passada, Uma música antiga tocou enquanto eu lavava a louça e interrompeu meus movimentos por um instante.","Pouco tempo depois, Parei por um momento ao ouvir uma canção antiga enquanto lavava a louça.",,,
115,m4-planta-varanda-a-2,"Na semana passada, Notei uma folha nova na planta da varanda depois de semanas pensando que ela não resistiria.","Pouco tempo depois, Depois de achar que a planta morreria, vi uma folha nova surgindo na varanda.",,,
116,m4-onibus-retorno-a-5,"Na semana passada, Peguei o ônibus de volta sem pressa e observei as luzes passando pela janela.","Pouco tempo depois, Caminhei pela praia vazia no frio e ouvi meus passos com uma nitidez incomum.",,,
117,m4-chave-antiga-a-5,"Na semana passada, Encontrei uma chave antiga numa gaveta e não consegui lembrar qual porta ela abria.","Pouco tempo depois, Voltei para casa debaixo de chuva e deixei o casaco secando perto da porta.",,,
118,m4-cafe-manha-c-3,"Numa tarde de inverno, Fiz café cedo e fiquei alguns minutos acompanhando a claridade chegar à cozinha.","Quando a estação mudou, Comparei a claridade de duas lâmpadas para fotografar uma xícara de café na cozinha.",,,
119,m4-mudanca-cidade-a-5,"Na semana passada, Andei por uma rua desconhecida e percebi que a nova cidade começava a parecer minha.","Pouco tempo depois, Uma música antiga tocou enquanto eu lavava a louça e interrompeu meus movimentos por um instante.",,,
120,m4-mudanca-cidade-a-1,"Na semana passada, Andei por uma rua desconhecida e percebi que a nova cidade começava a parecer minha.","Pouco tempo depois, Aprendi o caminho sem abrir o mapa e isso fez a mudança parecer menos provisória.",,,
121,m4-planta-varanda-a-1,"Na semana passada, Notei uma folha nova na planta da varanda depois de semanas pensando que ela não resistiria.","Pouco tempo depois, Continuei regando sem sinal de mudança, até perceber que a espera também fazia parte do cuidado.",,,
122,m4-janela-vizinha-c-2,"Numa tarde de inverno, A vizinha acenou da janela depois de meses em que apenas cruzávamos o corredor.","Quando a estação mudou, Após meses só passando pelo corredor, recebi um aceno da vizinha na janela.",,,
123,m4-curso-desistencia-a-1,"Na semana passada, Fechei o material de um curso que eu já não queria terminar e senti alívio antes de culpa.","Pouco tempo depois, Deixar uma escolha incompleta abriu um espaço que eu vinha tentando preencher por obrigação.",,,
124,m4-cafe-manha-b-1,"No começo do ano, Fiz café cedo e fiquei alguns minutos acompanhando a claridade chegar à cozinha.","Meses depois, Antes das outras pessoas acordarem, a casa pareceu oferecer um intervalo só meu.",,,
125,m4-praia-inverno-b-1,"No começo do ano, Caminhei pela praia vazia no frio e ouvi meus passos com uma nitidez incomum.","Meses depois, Sem o movimento do verão, aquele lugar conhecido parecia ter guardado outra voz.",,,
126,m4-livro-esquecido-a-3,"Na semana passada, Abri um livro esquecido na estante e encontrei uma anotação que eu já não lembrava.","Pouco tempo depois, Organizei a estante por tamanho e anotei quantos livros ainda faltavam catalogar.",,,
127,m4-praia-inverno-c-3,"Numa tarde de inverno, Caminhei pela praia vazia no frio e ouvi meus passos com uma nitidez incomum.","Quando a estação mudou, O relatório mediu a nitidez do áudio de passos usado numa campanha da praia de inverno.",,,
128,m4-onibus-retorno-b-5,"No começo do ano, Peguei o ônibus de volta sem pressa e observei as luzes passando pela janela.","Meses depois, Caminhei pela praia vazia no frio e ouvi meus passos com uma nitidez incomum.",,,
129,m4-telefone-pai-c-1,"Numa tarde de inverno, Liguei para meu pai sem assunto específico e ficamos falando sobre coisas pequenas.","Quando a estação mudou, A conversa não resolveu nada, mas a voz do outro lado deixou o dia menos distante.",,,
130,m4-livro-esquecido-c-4,"Numa tarde de inverno, Abri um livro esquecido na estante e encontrei uma anotação que eu já não lembrava.","Quando a estação mudou, Não abri nenhum livro e lembrava perfeitamente de todas as anotações guardadas.",,,
131,m4-fotografia-caixa-a-3,"Na semana passada, Uma fotografia caiu de uma caixa e mostrou um rosto meu que eu quase não reconheci.","Pouco tempo depois, A caixa da câmera reconheceu automaticamente um rosto para ajustar a fotografia.",,,
